VariableName,_beizhu,triggerTime,lastTime,needAutoJump,canSkip,isFirstGate,isOver,storyType,guideArgs,showType,choices,gotoStep,force,useRoleFigure,unitId,offPos,talkSelect,talkContent,talkContent_ma,talkContent_en,talkContent_th,talkContent_ph,talkContent_in,talkContent_vn,topTalk,topTalk_ma,topTalk_en,topTalk_th,topTalk_ph,topTalk_in,topTalk_vn,topTalkPos,topPosX,topPosY,playmp4,headRes,headPos,roleName_cn,roleName_tw,roleName,roleName_vn,roleName_kr,bgRes,tagName,animate,animateAngle,animatePos,anyPosCancel,lightSize
609063,,,2000,,TRUE,,,,,,,,2,,,,,"At this moment, a burst of fire flashes, saving Pikachu from Slaking’s punch. The Fire Spin attack stops not far away, the flames dissipating to reveal the figure of Infernape.  ","Pada saat itu, satu cahaya api menyala, menyelamatkan Pikachu dari pukulan Slaking, serangan Vòng Lửa berhenti tidak jauh, api itu pun padam, memperlihatkan siluet Infernape.","At this moment, a burst of fire flashes, saving Pikachu from Slaking’s punch. The Fire Spin attack stops not far away, the flames dissipating to reveal the figure of Infernape.  ",ในตอนนั้น เปลวไฟสายหนึ่งพุ่งเข้ามาช่วย Pikachu จากหมัดของ Slaking ท่าระเบิดไฟหยุดลงไม่ไกล ไฟจางลง เผยให้เห็นเงาของ Infernape  ,"Sa oras ding ‘yon, isang apoy ang biglang sumiklab, iniligtas si Pikachu mula sa suntok ni Slaking. Tumigil ang Flame Wheel sa di kalayuan, at sa pagkalat ng apoy, lumitaw ang anyo ni Infernape.  ","Saat itu, kilatan api muncul, menyelamatkan Pikachu dari pukulan Slaking, jurus Lingkaran Api berhenti tak jauh, api menghilang, memperlihatkan sosok Infernape.","Lúc này, một đạo lửa lóe lên, cứu Pikachu khỏi nắm đấm của Slaking, chiêu Vòng Lửa dừng lại ở không xa, ngọn lửa tan đi, hiện ra bóng dáng của Infernape.",,,,,,,,,,,,,,,,,,,,,,,,,
609064,,,2000,,TRUE,,,,,,,,,<1>,,,,"AmonkGo... No, Infernape?  ","AmonkGo... Tidak, Infernape?","AmonkGo... No, Infernape?  ",AmonkGo... ไม่ใช่สิ Infernape?  ,"AmonkGo... Hindi, si Infernape!?  ","AmonkGo... Tidak, itu Infernape?","AmonkGo... Không, Infernape?",,,,,,,,,,,,,,,,,,,,,,,,,
609065,,,2000,,TRUE,,,,,,,,,<1>,,,,"Well done, you’ve evolved into Infernape!  ","Bagus, kamu telah berevolusi menjadi Infernape!","Well done, you’ve evolved into Infernape!  ",สุดยอด! นายวิวัฒนาการเป็น Infernape แล้ว!  ,Ang galing mo! Nag-evolve ka na sa Infernape!  ,Hebat! Kamu telah berevolusi menjadi Infernape rồi!,"Giỏi quá, bạn tiến hóa thành Infernape rồi kìa!",,,,,,,,,,,,,,,,,,,,,,,,,
609066,,,2000,,TRUE,,,,,,,,,,2023,{y=-100;x=100},,"(Places Pikachu down, turns to face Slaking)  ","(Menurunkan Pikachu, berbalik untuk berhadapan dengan Slaking)","(Places Pikachu down, turns to face Slaking)  ",(วาง Pikachu ลง แล้วหันไปเผชิญหน้ากับ Slaking),"(Ibinaba si Pikachu, at hinarap si Slaking)  ","(Menaruh Pikachu, lalu berbalik menghadap Slaking)","(Đặt Pikachu xuống, quay người đối mặt với Slaking)",,,,,,,,,,,,,,,,,,,,,,,,,
609067,,,2000,,TRUE,,,,,,,,2,,1423,{y=-100;x=0},,...  ,......,...  ,……,......  ,……,……,,,,,,,,,,,,,,,,,,,,,,,,,
609068,,,2000,,TRUE,,,,,,,,,,,,,"The two sides face off for a while. Slaking snorts coldly, turns around, and goes back to the grass to sleep.  ","Kedua-duanya siap sedia bertarung, selepas beberapa ketika, Slaking mendengus sejuk dan berbalik masuk semak untuk tidur lagi.","The two sides face off for a while. Slaking snorts coldly, turns around, and goes back to the grass to sleep.  ",ทั้งสองฝ่ายเผชิญหน้ากันอย่างตึงเครียดอยู่ครู่หนึ่ง Slaking ก็ส่งเสียงฮึดฮัดแล้วหันหลังกลับไปนอนในพุ่มไม้ต่อ  ,"Nagkatitigan ang dalawa, tila maglalaban, pero maya-maya ay humumpay si Slaking, humumpay at bumalik na lang sa damuhan upang ipagpatuloy ang pagtulog.  ","Keduanya saling menatap tajam, lalu Slaking mendengus dingin, berbalik dan kembali tidur di semak-semak.","Hai bên giương cung bạt kiếm, hồi lâu, Slaking hừ lạnh một tiếng, quay người trở về bụi cỏ ngủ tiếp.",,,,,,,,,,,,,,,,,,,,,,,,,
609070,,,2000,,TRUE,,,,,,,,,<1>,,,,Phew... Looks like we’ve escaped disaster for now!  ,Huh... Nampaknya kita dah selamat!,Phew... Looks like we’ve escaped disaster for now!  ,เฮ้อ... ดูเหมือนจะรอดมาได้แล้วล่ะ!  ,Haaah... Buti na lang ligtas tayo!  ,Fiu... Sepertinya kita selamat kali ini!,Hù... Xem ra là thoát được một kiếp rồi!,,,,,,,,,,,,,,,,,,,,,,,,,
609071,,,2000,,TRUE,,,,,,,,,<1>,,,,"Thanks, Infernape!  ","Terima kasih, Infernape!","Thanks, Infernape!  ",ขอบใจนะ Infernape!  ,"Salamat, Infernape!  ","Terima kasih ya, Infernape!","Cảm ơn nhé, Infernape!",,,,,,,,,,,,,,,,,,,,,,,,,
609081,,,2000,,TRUE,,,,,,,,,,,,,"Suddenly, a strong wind blows, followed by a large amount of smoke rushing in.  ","Tiba-tiba angin kencang datang, kemudian sekumpulan asap menyelimuti.","Suddenly, a strong wind blows, followed by a large amount of smoke rushing in.  ",ทันใดนั้น ลมแรงพัดมา ก่อนที่ควันมหาศาลจะถาโถมเข้าใส่  ,"Biglang may malakas na hangin na dumaan, kasunod nito ay makapal na usok.  ","Tiba-tiba angin kencang bertiup, lalu kabut asap tebal mengepul.","Bỗng nhiên một cơn gió mạnh thổi đến, sau đó một lượng lớn khói ùa vào.",,,,,,,,,,,,,,,,,,,,,,,,,
609082,,,2000,,TRUE,,,,,,,,,,,,,？？？: Oha ha ha ha ha ~~  ,？？？: Oa ha ha ha ha ~~,？？？: Oha ha ha ha ha ~~  ,？？？：วาฮ่าฮ่าฮ่าฮ่า~~  ,？？？：Wa ha ha ha ha ~~  ,？？？：Oa ha ha ha ha ~~,？？？：Oa ha ha ha ha ~~,,,,,,,,,,,,,,,,,,,,,,,,,
609083,,2000,2000,,TRUE,,,,,,,,,<1>,,,,What’s going on!?  ,Apa yang berlaku!? ,What’s going on!?  ,เกิดอะไรขึ้น!?  ,Anong nangyayari!?  ,Ada apa ini!?,Chuyện gì vậy!?,,,,,,,,,,,,,,,,,,,,,,,,,
609084,,,2000,,TRUE,,,,,,,,2,<36>,,,,Hearing the words “What’s going on!?”  ,"Mendengar suara ""Apa yang berlaku!?""",Hearing the words “What’s going on!?”  ,"พอได้ยินคำว่า ""เกิดอะไรขึ้น!?""  ",Narinig ang sigaw na “Anong nangyayari!?”  ,Begitu terdengar suara “Ada apa ini!?”,"Nghe thấy tiếng ""Chuyện gì vậy!?""",,,,,,,,,,,,,,,,,,,,,,,,,
609085,,,2000,,TRUE,,,,,,,,,<35>,,,,It arrives immediately at the speed of light.  ,Datang dengan kelajuan cahaya.,It arrives immediately at the speed of light.  ,ก็มาทันทีด้วยความเร็วแสง  ,Agad dumating sa bilis ng liwanag.  ,Langsung datang dengan kecepatan cahaya.,Đến ngay lập tức với tốc độ ánh sáng.,,,,,,,,,,,,,,,,,,,,,,,,,
609086,,,2000,,TRUE,,,,,,,,2,<36;resAct>,,{y=0;x=130},,Wind!  ,Angin oh!,Wind!  ,ลมเอย!  ,Hangin!  ,Wahai angin!,Gió ơi!,,,,,,,,,,,,,,,,,,,,,,,,,
609087,,,2000,,TRUE,,,,,,,,,<35;resAct>,,{y=0;x=130},,Earth!  ,Tanah oh!,Earth!  ,แผ่นดินเอย!  ,Lupa!  ,Wahai tanah!,Hỡi đất đai!,,,,,,,,,,,,,,,,,,,,,,,,,
609088,,,2000,,TRUE,,,,,,,,,,211,{y=-150;x=150},,Heaven!  ,"Oh, langit!",Heaven!  ,ฟ้าเอย!  ,Langit!  ,Wahai langit!,Trời ơi!,,,,,,,,,,,,,,,,,,,,,,,,,
609089,,,2000,,TRUE,,,,,,,,2,<36>,,,,"Disaster, come down upon this world!  ","Bencana, mari turun ke dunia ini!","Disaster, come down upon this world!  ",ภัยพิบัติเอย จงลงมาเถิด!  ,"Kapahamakan, bumaba ka sa mundo!  ","Wahai bencana, turunkan kehancuran ke dunia ini!","Hiểm họa ơi, hãy giáng xuống thế giới này đi!",,,,,,,,,,,,,,,,,,,,,,,,,
609090,,,2000,,TRUE,,,,,,,,,<35>,,,,"Crisis, warp through space!  ","Krisis, mari melintasi alam semesta!","Crisis, warp through space!  ",วิกฤตเอย จงทะลุมิติมาสู่จักรวาลนี้!  ,"Krisis, maglakbay ka sa uniberso!  ","Wahai krisis, jelajahilah alam semesta ini!","Khủng hoảng à, hãy xuyên không trong vũ trụ đi!",,,,,,,,,,,,,,,,,,,,,,,,,
609091,,,2000,,TRUE,,,,,,,,2,<36>,,,,It’s a name that could be called both an angel and a demon.  ,Nama dia boleh dipanggil malaikat atau syaitan.,It’s a name that could be called both an angel and a demon.  ,ชื่อของมันอาจถูกเรียกได้ทั้งในนามของเทพหรือปีศาจ  ,Ang kanilang pangalan ay maaaring tawagin bilang anghel o demonyo.  ,Namanya bisa disebut malaikat ataupun iblis.,Tên của nó có thể được gọi bằng thiên thần hoặc ác quỷ.,,,,,,,,,,,,,,,,,,,,,,,,,
609092,,,2000,,TRUE,,,,,,,,,<35>,,,,"The sound sends shivers down anyone’s spine, leaving them in confusion.  ","Suara itu membuatkan sesiapa sahaja meremang dan terkejut,","The sound sends shivers down anyone’s spine, leaving them in confusion.  ",เสียงของมันทำให้ทุกคนขนลุกและหวาดกลัว  ,Ang tinig nila’y nagpapayanig ng buong paligid—  ,"Suara yang membuat siapa pun menggigil dan bingung,","âm thanh khiến bất cứ ai cũng phải rùng mình và hoang mang,",,,,,,,,,,,,,,,,,,,,,,,,,
609093,,,2000,,TRUE,,,,,,,,2,<36;resAct>,,{y=0;x=130},,Musashi!  ,Musashi!,Musashi!  ,มูซาชิ!  ,Musashi!  ,Musashi!,Musashi!,,,,,,,,,,,,,,,,,,,,,,,,,
609094,,,2000,,TRUE,,,,,,,,,<35;resAct>,,{y=0;x=130},,Little Rocket!  ,Si Kecil Lang!,Little Rocket!  ,โคจิโร่!  ,Kojiro!  ,Kojiro!,Tiểu Thứ Lang!,,,,,,,,,,,,,,,,,,,,,,,,,
609095,,,2000,,TRUE,,,,,,,,,,211,{y=-150;x=150},,I’m Meow Meow!  ,Saya Meo Meo!,I’m Meow Meow!  ,ฉันคือเมี๊ยวเมี๊ยว!  ,Ako si Meowth!  ,Aku adalah Meowth!,Tôi là Meo Meo!,,,,,,,,,,,,,,,,,,,,,,,,,
609096,,,2000,,TRUE,,,,,,,,2,<36>,,,,We are the masters of the age.  ,Kita adalah tuan zaman ini.,We are the masters of the age.  ,พวกเราคือเจ้านายแห่งยุคสมัย  ,Kami ang mga pinuno ng bagong panahon!  ,Kami adalah penguasa zaman ini.,Chúng ta là những người chủ của thời đại.,,,,,,,,,,,,,,,,,,,,,,,,,
609097,,,2000,,TRUE,,,,,,,,,<35>,,,,We are invincible...  ,Kita adalah yang tidak terkalahkan...,We are invincible...  ,พวกเราคือผู้ไร้เทียมทาน...  ,Kami ang walang talo...  ,Kami tak terkalahkan...,Chúng ta là vô địch...,,,,,,,,,,,,,,,,,,,,,,,,,
609098,,,2000,,TRUE,,,,,,,,,,,,,All together: Rocket!!  ,Bersama-sama: Roket!!,All together: Rocket!!  ,พร้อมเพรียง: ทีมจรวด!!  ,Sabay-sabay: Team Rocket!!  ,Serempak: Tim Rocket!!,Đồng thanh: Tên lửa!!,,,,,,,,,,,,,,,,,,,,,,,,,
609099,,,2000,,TRUE,,,,,,,,,<1>,,,,Team Rocket! It’s you again!  ,Pasukan Roket! Kalian lagi!,Team Rocket! It’s you again!  ,ทีม Rocket! อีกแล้วพวกแก!  ,Team Rocket! Kayo na naman!?  ,Tim Rocket! Kalian lagi!,Đội Hỏa Tiễn! Lại là các ngươi!,,,,,,,,,,,,,,,,,,,,,,,,,
609100,,,2000,,TRUE,,,,,,,,,,,,,"The smoke clears, and only Infernape and Pikachu are seen trapped by the robotic arms of Team Rocket.  ","Asap hilang, hanya nampak Infernape dan Pikachu terperangkap dalam lengan robot Pasukan Roket.","The smoke clears, and only Infernape and Pikachu are seen trapped by the robotic arms of Team Rocket.  ",ควันจางลง เห็นว่า Infernape กับ Pikachu ถูกแขนกลของทีม Rocket จับไว้แน่น  ,"Pagkawala ng usok, nakita si Infernape at Pikachu na nakulong sa braso ng robot ng Team Rocket.  ","Asap menghilang, terlihat Infernape dan Pikachu telah terperangkap oleh lengan robot Tim Rocket.","Khói tan đi, chỉ thấy Infernape và Pikachu đã bị kìm kẹp bởi cánh tay máy của Đội Hỏa Tiễn.",,,,,,,,,,,,,,,,,,,,,,,,,
609101,,,2000,,TRUE,,,,,,,,,,211,{y=-150;x=150},,Of course Team Rocket has to be in this scene!  ,Bagaimana mungkin Pasukan Roket tiada dalam adegan ini?,Of course Team Rocket has to be in this scene!  ,ฉากแบบนี้จะขาดทีม Rocket ไปได้ยังไงล่ะ?  ,"Hindi pwedeng mawala ang Team Rocket sa ganitong tagpo, ‘di ba?  ",Mana bisa adegan seperti ini tanpa Tim Rocket!,Sao có thể thiếu Đội Hỏa Tiễn trong cảnh này được chứ?,,,,,,,,,,,,,,,,,,,,,,,,,
609102,,,2000,,TRUE,,,,,,,,2,<36>,,,,This Infernape really is strong.  ,Infernape ini memang sangat kuat.,This Infernape really is strong.  ,เจ้า Infernape ตัวนี้แข็งแกร่งจริง ๆ  ,Grabe ang lakas ng Infernape na ‘to.  ,Infernape ini memang kuat sekali.,Con Infernape này quả nhiên rất mạnh.,,,,,,,,,,,,,,,,,,,,,,,,,
609103,,,2000,,TRUE,,,,,,,,,<35>,,,,"Well then, we, the Rockets, will take it!  ","Jadi, kami, pasukan Roket, akan ambil!","Well then, we, the Rockets, will take it!  ",งั้นพวกเรา ทีม Rocket ขอรับตัวมันไปล่ะ!  ,"Kung gano’n, kami na ang kukuha nito!  ","Kalau begitu, kami, Tim Rocket, akan ambil dia!","Vậy thì, chúng tôi, đội Rockets, xin nhận nhé!",,,,,,,,,,,,,,,,,,,,,,,,,
609104,,,2000,,TRUE,,,,,,,,,,211,{y=-150;x=150},,"And Pikachu, you’ve conveniently grabbed Meowth too!  ",Pikachu juga sempat ambil Meowth!,"And Pikachu, you’ve conveniently grabbed Meowth too!  ",Pikachu ก็ขอเหมารวมด้วยเลยนะ Meowth!  ,"Pati si Pikachu, isama na rin natin, Meowth!  ","Sekalian ambil Pikachu juga, dan Meowth jadi bonus!",Pikachu cũng tiện tay cuỗm luôn Meowth rồi!,,,,,,,,,,,,,,,,,,,,,,,,,
609105,,,2000,,TRUE,,,,,,,,,<1>,,,,"Damn it, give Infernape and Pikachu back!  ","Kejam, cepat kembalikan Infernape dan Pikachu!","Damn it, give Infernape and Pikachu back!  ",น่ารังเกียจ! รีบคืน Infernape กับ Pikachu มาเดี๋ยวนี้!  ,Nakakainis! Isauli n’yo si Infernape at Pikachu!  ,"Dasar menyebalkan, cepat kembalikan Infernape dan Pikachu!","Đáng ghét, mau trả lại Infernape và Pikachu đây!",,,,,,,,,,,,,,,,,,,,,,,,,
609106,,,2000,,TRUE,,,,,1,,,,,,{y=400;x=-100},,Win Condition: Defeat Team Rocket  ,Keadaan menang: Kalahkan Pasukan Roket,Win Condition: Defeat Team Rocket  ,เงื่อนไขชนะ: เอาชนะทีม Rocket  ,Kondisyon ng Panalo: Talunin ang Team Rocket  ,Syarat kemenangan: Kalahkan Tim Rocket,Điều kiện chiến thắng: Đánh bại Đội Hỏa Tiễn,,,,,,,,,,,,,,,,,,,,,,,,,
609110,,,2000,,TRUE,,,,,,,,,<1>,,,,"Ha, we won!  ","Hah, menang!","Ha, we won!  ",ฮ่ะ ชนะแล้ว!  ,Ha! Panalo tayo!,"Ha, menang!","Ha, thắng rồi!",,,,,,,,,,,,,,,,,,,,,,,,,
609111,,,2000,,TRUE,,,,,,,,2,<35>,,,,"Damn it, we almost caught them!  ","Kejam, hampir sahaja dapat tangkap!","Damn it, we almost caught them!  ",น่ารังเกียจจริง ๆ เกือบจะจับได้อยู่แล้วเชียว!  ,"Nakakainis, muntik na naming mahuli!  ","Dasar menyebalkan, hampir saja kami berhasil menangkapnya!","Đáng ghét, suýt chút nữa là bắt được rồi!",,,,,,,,,,,,,,,,,,,,,,,,,
609112,,,2000,,TRUE,,,,,,,,,<36>,,,,This feels so frustrating!  ,Rasa sangat tidak menyenangkan!,This feels so frustrating!  ,รู้สึกหงุดหงิดสุด ๆ!  ,Ang sama ng pakiramdam!  ,Rasanya sungguh menyebalkan!,Cảm giác thật khó chịu!,,,,,,,,,,,,,,,,,,,,,,,,,
609121,,,2000,,TRUE,,,,,,,,,,,,,"After rescuing the trapped Infernape, it’s finally time to part ways, but Infernape doesn’t seem to want to leave.  ","Infernape yang terperangkap berjaya diselamatkan, akhirnya tiba saat berpisah, tetapi Infernape nampaknya tidak berniat untuk pergi.","After rescuing the trapped Infernape, it’s finally time to part ways, but Infernape doesn’t seem to want to leave.  ",ช่วย Infernape ที่ถูกจับไว้ได้แล้ว สุดท้ายก็ถึงเวลาต้องบอกลา แต่ดูเหมือน Infernape จะไม่อยากจากไป  ,"Na-rescue na si Infernape na na-trap, at sa wakas ay dumating ang oras ng pamamaalam, pero mukhang ayaw pang umalis ni Infernape.  ","Setelah berhasil menyelamatkan Infernape yang terperangkap, akhirnya juga tiba lúc perpisahan, namun Infernape tampaknya tidak berniat pergi.","Giải cứu được Infernape bị mắc kẹt, cuối cùng cũng đến lúc phải chia tay, nhưng Infernape dường như không có ý định rời đi.",,,,,,,,,,,,,,,,,,,,,,,,,
609122,,,2000,,TRUE,,,,,,,,,<1>,,,,"Sacred Flame... From now on, do you want to travel with me?  ","Api Suci... mulai sekarang, mahu pergi bersama saya tidak?","Sacred Flame... From now on, do you want to travel with me?  ",เจ้าไฟศักดิ์สิทธิ์... จากนี้อยากออกเดินทางไปด้วยกันไหม?  ,Infernape... Gusto mo bang sumama sa paglalakbay mula ngayon?  ,Infernape... mau ikut berpetualang bersama kami mulai sekarang?,"Lửa Thiêng... từ giờ về sau, em muốn cùng đi du lịch không?",,,,,,,,,,,,,,,,,,,,,,,,,
609123,,,2000,,TRUE,,,,,,,,2,,2023,{y=-100;x=100},,"(Charges into battle, waving at you)  ","(Melangkah ke depan, mengibaskan tangan kepada anda)","(Charges into battle, waving at you)  ",(เข้าสู่ท่าเตรียมสู้ โบกมือให้คุณ)  ,"(Humarap sa posisyong panglaban, kumakaway sa’yo)  ","(Mengambil posisi bertarung, melambaikan tangan padamu)","(Ra thế tấn chiến đấu, vẫy tay về phía bạn)",,,,,,,,,,,,,,,,,,,,,,,,,
609124,,,2000,,TRUE,,,,,,,,,<1>,,,,This is...? Are you challenging me? Fine! I accept!  ,Ini...? Sedang mencabar saya? Bagus! Saya terima!,This is...? Are you challenging me? Fine! I accept!  ,นี่มัน...? กำลังท้าสู้กับเรางั้นเหรอ? ดีเลย! ฉันรับคำท้า!  ,Ano ‘to...? Hinahamon mo ba ako? Ayos! Tinanggap ko ang hamon!  ,Eh? Ini... tantangan ya? Baik! Aku terima tantanganmu!,Đây là...? Đang khiêu chiến ta sao? Tốt! Ta chấp nhận!,,,,,,,,,,,,,,,,,,,,,,,,,
609125,,,2000,,TRUE,,,,,,,,,<1>,,,,Let’s go! Pikachu!  ,Ayo! Pikachu!,Let’s go! Pikachu!  ,ไปกันเถอะ! Pikachu!  ,Tara na! Pikachu!  ,Ayo! Pikachu!,Đi thôi! Pikachu!,,,,,,,,,,,,,,,,,,,,,,,,,
609126,,,2000,,TRUE,,,,,1,,,,,,{y=400;x=-100},,Win Condition: Defeat Infernape  ,Keadaan menang: Kalahkan Infernape,Win Condition: Defeat Infernape  ,เงื่อนไขชนะ: เอาชนะ Infernape  ,Kondisyon ng Panalo: Talunin si Infernape  ,Syarat kemenangan: Kalahkan Infernape,Điều kiện chiến thắng: Đánh bại Infernape,,,,,,,,,,,,,,,,,,,,,,,,,
