VariableName,name_cn,name_tw,name,name_vn,name_en,name_th,name_in,name_ph,name_ma,desc_cn,desc,desc_vn,desc_en,desc_th,desc_in,desc_ph,desc_ma,quality,weight,duration,levelRange,award,extraAward,fightinPoints,cardNums,cardNatures,cardNatureRate,condition1,condition1Arg,rate1
Defaults,"""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",1,1,1,<1;100>,{},{},<1.0;1.5>,5,<>,50,0,{1=2},50
序号,任务名字,任務名字,任務名字,name_vn,name_en,name_th,name_in,name_ph,name_ma,任务描述,任务描述,desc_vn,desc_en,desc_th,desc_in,desc_ph,desc_ma,品质,权值,时长(分钟),等级范围(左闭右闭),基础奖励,额外奖励,战力范围修正,上阵卡牌数量,卡牌元素类型,卡牌元素类型成功率,额外条件1 (1-星级;2-阶数;3-资质),额外条件1参数 ({星级/阶数/资质=数量}),成功率加成几率1
974,,,Mountain Climbing Training  ,Huấn luyện leo núi,Mountain Climbing Training  ,ฝึกปีนเขา  ,Latihan Mendaki Gunung  ,Pagsasanay sa Pag-akyat ng Bundok  ,Latihan Mendaki Gunung  ,,"Climb the mountain with Master Kakashi, help him recover his health.","Leo núi cùng với thầy Kakashi, giúp thầy phục hồi sức khỏe.","Climb the mountain with Master Kakashi, help him recover his health.",ปีนเขากับอาจารย์ Kakashi ช่วยเขาฟื้นฟูสุขภาพ,"Mendaki gunung bersama guru Kakashi, membantu dia memulihkan kesehatan.","Umakyat ng bundok kasama si Guro Kakashi, tulungan siyang makabawi ng kalusugan.","Mendaki gunung bersama guru Kakashi, membantu beliau memulihkan kesihatan.",5,15,300,<50;54>,{2103=2;gold=32500},{521=1;2103=1},<1.1;1.3>,4,<1;5>,60,2,{4=2},40
975,,,Forbidden Action  ,Hành động bị cấm,Forbidden Action  ,การกระทำต้องห้าม  ,Tindakan Terlarang  ,Ipinagbabawal na Gawain  ,Tindakan Dilarang  ,,Learn forbidden techniques from the sealing book with Orochimaru’s help.,Học các thuật cấm từ sách phong ấn nhờ sự giúp đỡ của Orochimaru.,Learn forbidden techniques from the sealing book with Orochimaru’s help.,เรียนรู้เทคนิคต้องห้ามจากหนังสือผนึกโดยได้รับความช่วยเหลือจาก Orochimaru,Belajar teknik terlarang dari buku segel dengan bantuan Orochimaru.,Matutunan ang mga ipinagbabawal na teknik mula sa sealing book sa tulong ni Orochimaru.,Belajar teknik terlarang dari buku penyegelan dengan bantuan Orochimaru.,5,15,300,<50;54>,{2103=2;gold=32500},{501=1;2103=1},<1.1;1.3>,4,<2;3>,60,3,{3=2},40
976,,,Search the Lost Place  ,Tìm kiếm nơi thất lạc,Search the Lost Place  ,ค้นหาสถานที่ที่สูญหาย  ,Cari Tempat yang Hilang  ,Hanapin ang Nawalang Lugar  ,Cari Tempat yang Hilang  ,,Help the Third Hokage find the lost pipe.,Giúp Hokage Đệ Tam tìm lại đường ống bị mất.,Help the Third Hokage find the lost pipe.,ช่วย Hokage รุ่นที่สามตามหาท่อที่หายไป,Bantu Hokage Ketiga menemukan pipa yang hilang.,Tulungan ang Third Hokage na hanapin ang nawalang tubo.,Bantu Hokage Ketiga mencari paip yang hilang.,,0,60,<55;59>,{2101=2;gold=15000},{900=1;2101=1},<0.4;0.6>,3,<2;4>,60,1,{4=1},40
977,,,Resettle Refugees  ,Tái định cư người tị nạn,Resettle Refugees  ,ตั้งถิ่นฐานใหม่ให้ผู้ลี้ภัย  ,Penempatan Kembali Pengungsi  ,Ilipat ang mga Refugee  ,Penempatan Semula Pelarian  ,,Help refugees find shelter.,Giúp những người tị nạn tìm nơi trú ẩn.,Help refugees find shelter.,ช่วยผู้ลี้ภัยหาที่พักพิง,Bantu para pengungsi mencari tempat berlindung.,Tulungan ang mga refugee na makahanap ng tirahan.,Bantu pelarian mencari tempat perlindungan.,,0,60,<55;59>,{2101=2;gold=15000},{2101=1;5000=2},<0.4;0.6>,3,<2;5>,60,2,{5=1},40
978,,,Treasure Hunt in the Fairyland  ,Săn kho báu trong tiên cảnh,Treasure Hunt in the Fairyland  ,ล่าสมบัติในดินแดนเทพ  ,Berburu Harta di Negeri Peri  ,Manghuli ng Kayamanan sa Mundo ng Diwata  ,Memburu Harta di Alam Bunian  ,,Accidentally obtain a treasure map indicating the location of the hidden treasure somewhere on Myōboku Mountain.,"Vô tình có được một tấm bản đồ kho báu, chỉ ra vị trí chôn giấu kho báu ở một nơi nào đó của Myōboku Mountain.",Accidentally obtain a treasure map indicating the location of the hidden treasure somewhere on Myōboku Mountain.,โดยบังเอิญได้รับแผนที่สมบัติที่บอกตำแหน่งซ่อนสมบัติที่ใดที่หนึ่งบนภูเขา Myōboku,Tidak sengaja mendapatkan peta harta karun yang menunjukkan lokasi harta karun tersembunyi di suatu tempat di Gunung Myōboku.,Aksidenteng makakuha ng mapa ng kayamanan na nagpapakita ng lokasyon ng nakatagong kayamanan sa isang lugar sa Myōboku Mountain.,Secara tidak sengaja mendapat peta harta karun yang menunjukkan lokasi harta karun tersembunyi di suatu tempat di Gunung Myōboku.,,0,60,<55;59>,{2101=2;gold=15000},{2101=1;451=3},<0.4;0.6>,3,<3;4>,60,3,{2=1},40
979,,,Six Relics  ,Sáu di vật,Six Relics  ,ของโบราณทั้งหก  ,Enam Artefak  ,Anim na Relic  ,Enam Artifak  ,,"In a dream, receive guidance from the Sage of the Six Paths to find the hidden red jar.","Trong giấc mơ nhận được chỉ dẫn từ Thánh Nhân Lục Đạo, tìm được nơi chôn giấu chiếc bình đỏ.","In a dream, receive guidance from the Sage of the Six Paths to find the hidden red jar.",ในฝันได้รับคำแนะนำจากผู้ทรงปัญญาหกเส้นทางเพื่อค้นหาขวดแดงที่ซ่อนอยู่,"Dalam mimpi, menerima petunjuk dari Sage of the Six Paths untuk menemukan botol merah yang tersembunyi.","Sa panaginip, makatanggap ng gabay mula sa Sage of the Six Paths upang mahanap ang nakatagong pulang garapon.","Dalam mimpi, terima panduan dari Sage of the Six Paths untuk mencari balang merah yang tersembunyi.",2,0,120,<55;59>,{2101=4;gold=18750},{900=3;2101=2},<0.5;0.7>,3,<3;5>,60,1,{4=1},40
980,,,Rap Training  ,Huấn luyện rap,Rap Training  ,ฝึกแร็ป  ,Pelatihan Rap  ,Pagsasanay sa Rap  ,Latihan Rap  ,,Compose rap with Kirabi to improve your rap skills.,Sáng tác Rap cùng Kirabi để nâng cao trình độ rap của bạn.,Compose rap with Kirabi to improve your rap skills.,แต่งแร็ปกับ Kirabi เพื่อพัฒนาทักษะแร็ปของคุณ,Menyusun rap bersama Kirabi untuk meningkatkan kemampuan rap Anda.,Gumawa ng rap kasama si Kirabi upang mapabuti ang iyong kakayahan sa rap.,Menyusun rap bersama Kirabi untuk meningkatkan kemahiran rap anda.,2,0,120,<55;59>,{2101=4;gold=18750},{2101=2;5000=3},<0.5;0.7>,3,<4;5>,60,2,{5=1},40
981,,,Capture the Traitor  ,Bắt giữ kẻ phản bội,Capture the Traitor  ,จับกุมผู้ทรยศ  ,Tangkap Pengkhianat  ,Hulihin ang Taksil  ,Tangkap Pengkhianat  ,,Help the village capture the traitorous ninjas.,Giúp làng bắt giữ những ninja phản bội.,Help the village capture the traitorous ninjas.,ช่วยหมู่บ้านจับนินจาผู้ทรยศ,Bantu desa menangkap ninja pengkhianat.,Tulungan ang nayon na dakpin ang mga ninja na nagtaksil.,Bantu kampung menangkap ninja pengkhianat.,2,0,120,<55;59>,{2101=4;gold=18750},{2101=2;451=6},<0.5;0.7>,3,<1;2>,60,3,{2=1},40
982,,,Inspect Villages  ,Kiểm tra làng mạc,Inspect Villages  ,ตรวจหมู่บ้าน  ,Periksa Desa  ,Suriin ang mga Nayon  ,Periksa Kampung  ,,"Take a walk around the village, check if everything is alright.","Đi dạo trong làng, kiểm tra xem mọi thứ có ổn không.","Take a walk around the village, check if everything is alright.",เดินเล่นรอบหมู่บ้าน ตรวจสอบว่าทุกอย่างเรียบร้อยดีไหม,"Jalan-jalan di sekitar desa, periksa apakah semuanya baik-baik saja.","Maglakad-lakad sa paligid ng nayon, tingnan kung ayos ang lahat.","Berjalan-jalan di sekitar kampung, periksa sama ada semuanya dalam keadaan baik.",3,0,180,<55;59>,{2102=2;gold=22500},{900=3;2102=1},<0.6;0.8>,3,<1;3>,60,1,{4=1},40
983,,,Assist with Grass Cutting  ,Hỗ trợ cắt cỏ,Assist with Grass Cutting  ,ช่วยตัดหญ้า  ,Bantu Memotong Rumput  ,Tumulong Magputol ng Damo  ,Bantu Potong Rumput  ,,"The villagers’ fields are overgrown with weeds, many people are needed to help eliminate them.","Cánh đồng của dân làng mọc đầy cỏ dại, cần rất nhiều người giúp đỡ để diệt trừ cỏ dại.","The villagers’ fields are overgrown with weeds, many people are needed to help eliminate them.",ทุ่งนาของชาวบ้านเต็มไปด้วยวัชพืช ต้องการคนจำนวนมากช่วยกำจัดวัชพืช,"Ladang penduduk desa penuh dengan gulma, banyak orang diperlukan untuk membantu memberantasnya.","Ang mga bukirin ng mga taga-nayon ay napuno ng mga damo, maraming tao ang kailangan upang tumulong na alisin ang mga ito.","Ladang penduduk kampung dipenuhi dengan rumput liar, ramai orang diperlukan untuk membantu membasmi rumput liar tersebut.",3,0,180,<55;59>,{2102=2;gold=22500},{2102=1;5000=3},<0.6;0.8>,3,<1;4>,60,2,{5=2},40
984,,,Escort the Carriage  ,Hộ tống xe ngựa,Escort the Carriage  ,คุ้มกันรถม้า  ,Kawal Kereta Kuda  ,Eskortahan ang Karwahe  ,Eskort Kereta Kuda  ,,Escort the merchant caravan to the Hidden Cloud Village to conduct trade.,Hộ tống đoàn thương nhân đến Làng Ẩn Mây để thực hiện giao dịch.,Escort the merchant caravan to the Hidden Cloud Village to conduct trade.,คุ้มกันขบวนพ่อค้าไปยังหมู่บ้านเมฆที่ซ่อนอยู่เพื่อทำการค้าขาย,Mengawal rombongan pedagang ke Desa Awan Tersembunyi untuk melakukan perdagangan.,Samahan ang kawan ng mga mangangalakal patungo sa Nakatagong Cloud Village upang magsagawa ng kalakalan.,Mengiringi konvoi pedagang ke Kampung Awan Tersembunyi untuk menjalankan urusan perdagangan.,3,0,180,<55;59>,{2102=2;gold=22500},{451=9;2102=1},<0.6;0.8>,3,<1;5>,60,3,{3=2},40
985,,,Eliminate Bandits  ,Xóa bỏ cướp bóc,Eliminate Bandits  ,กำจัดโจร  ,Hapus Perampok  ,Lipulin ang mga Bandido  ,Hapus Perompak  ,,There is a strong gang of bandits near the village; investigate the cause and suppress them.,"Gần làng có nhóm cướp hoạt động rất mạnh mẽ, đi điều tra nguyên nhân và dẹp loạn bọn cướp.",There is a strong gang of bandits near the village; investigate the cause and suppress them.,มีแก๊งโจรที่แข็งแกร่งใกล้หมู่บ้าน ไปสืบหาสาเหตุและปราบปรามพวกโจร,Ada kelompok bandit yang sangat aktif dekat desa; selidiki penyebabnya dan berantas mereka.,Mayroong isang malakas na grupo ng mga tulisan malapit sa nayon; imbestigahan ang sanhi at supilin sila.,Terdapat kumpulan perompak yang aktif berhampiran kampung; siasat punca dan musnahkan mereka.,4,15,240,<55;59>,{2102=4;gold=30000},{2102=2;952=2},<0.9;1.1>,4,<2;3>,60,1,{4=2},40
986,,,Infiltrate in Disguise  ,Ngụy trang thâm nhập,Infiltrate in Disguise  ,ปลอมตัวแทรกซึม  ,Penyamaran & Infiltrasi  ,Magkunwari at Sumalakay  ,Penyamaran & Serbuan  ,,"Use seductive techniques to infiltrate the women’s bathhouse, searching for the lost intimate paradise.","Sử dụng kỹ thuật quyến rũ để xâm nhập vào phòng tắm nữ, tìm kiếm thiên đường thân mật đã mất.","Use seductive techniques to infiltrate the women’s bathhouse, searching for the lost intimate paradise.",ใช้เทคนิคการยั่วยวนเพื่อแทรกซึมเข้าไปในห้องน้ำหญิง ค้นหาสวรรค์ที่หายไป,"Gunakan teknik menggoda untuk menyusup ke pemandian wanita, mencari surga intim yang hilang.","Gamitin ang mga teknik ng pang-akit upang makapasok sa paliguan ng mga babae, hanapin ang nawalang intimate paradise.","Gunakan teknik menggoda untuk menyelinap ke dalam bilik mandi wanita, mencari syurga intim yang hilang.",4,15,240,<55;59>,{2102=4;gold=30000},{522=1;2102=2},<0.9;1.1>,4,<2;4>,60,2,{5=2},40
987,,,Search for Materials  ,Tìm kiếm nguyên liệu,Search for Materials  ,ค้นหาวัสดุ  ,Cari Bahan  ,Maghanap ng Materyales  ,Cari Bahan Mentah  ,,"Go to the frontline battlefield, looking for ninjas with limited bloodline inheritance for Orochimaru.","Đi đến chiến trường tiền tuyến, tìm kiếm những ninja có giới hạn kế thừa huyết mạch cho Orochimaru.","Go to the frontline battlefield, looking for ninjas with limited bloodline inheritance for Orochimaru.",ไปยังสนามรบแนวหน้า ค้นหานินจาที่มีเลือดสายพันธุ์จำกัดสำหรับ Orochimaru,"Pergi ke medan perang garis depan, mencari ninja dengan warisan garis keturunan terbatas untuk Orochimaru.","Pumunta sa frontline na battlefield, hanapin ang mga ninja na may limitadong dugo para kay Orochimaru.","Pergi ke medan perang barisan hadapan, mencari ninja dengan had pewarisan keturunan untuk Orochimaru.",4,15,240,<55;59>,{2102=4;gold=30000},{2102=10;gold=20000},<0.9;1.1>,4,<2;5>,60,3,{3=2},40
988,,,Teach Ninjutsu  ,Dạy ninjutsu,Teach Ninjutsu  ,สอนนินจุตสึ  ,Ajarkan Ninjutsu  ,Turuan ng Ninjutsu  ,Ajar Ninjutsu  ,,Mr. Iruka is temporarily busy; you need to replace him teaching Naruto and others ninjutsu.,"Ông Iruka tạm thời có việc bận, bạn cần thay ông ấy dạy Naruto và các người khác về ninjutsu.",Mr. Iruka is temporarily busy; you need to replace him teaching Naruto and others ninjutsu.,คุณ Iruka มีธุระชั่วคราว คุณต้องแทนที่เขาสอนนารูโตะและคนอื่น ๆ เรื่องนินจุตสึ,"Tuan Iruka sedang sibuk sementara, Anda harus menggantikannya mengajar Naruto dan yang lain tentang ninjutsu.",Si Ginoong Iruka ay pansamantalang abala; kailangan mong palitan siya sa pagtuturo kay Naruto at iba pa tungkol sa ninjutsu.,Encik Iruka sementara sibuk; anda perlu menggantikan beliau mengajar Naruto dan yang lain tentang ninjutsu.,5,15,300,<55;59>,{2103=2;gold=37500},{rmb=100;2103=1},<1.1;1.3>,4,<3;4>,60,1,{4=2},40
989,,,Mountain climbing training,Huấn luyện leo núi,Mountain climbing training,ฝึกปีนเขา,Latihan mendaki gunung,Pagsasanay sa pag-akyat ng bundok,Latihan mendaki gunung,,"Climb the mountain with Master Kakashi, help him recover his health.","Leo núi cùng với thầy Kakashi, giúp thầy phục hồi sức khỏe.","Climb the mountain with Master Kakashi, help him recover his health.",ปีนเขากับอาจารย์ Kakashi ช่วยเขาฟื้นฟูสุขภาพ,"Mendaki gunung bersama guru Kakashi, membantu dia memulihkan kesehatan.","Umakyat ng bundok kasama si Guro Kakashi, tulungan siyang makabawi ng kalusugan.","Mendaki gunung bersama guru Kakashi, membantu beliau memulihkan kesihatan.",5,15,300,<55;59>,{2103=2;gold=37500},{521=1;2103=1},<1.1;1.3>,4,<3;5>,60,2,{5=2},40
990,,,Prohibited actions,Hành động bị cấm,Prohibited actions,ห้ามกระทำ,Tindakan terlarang,Ipinagbabawal na kilos,Tindakan dilarang,,Learn forbidden techniques from the sealing book with Orochimaru’s help.,Học các thuật cấm từ sách phong ấn nhờ sự giúp đỡ của Orochimaru.,Learn forbidden techniques from the sealing book with Orochimaru’s help.,เรียนรู้เทคนิคต้องห้ามจากหนังสือผนึกโดยได้รับความช่วยเหลือจาก Orochimaru,Belajar teknik terlarang dari buku segel dengan bantuan Orochimaru.,Matutunan ang mga ipinagbabawal na teknik mula sa sealing book sa tulong ni Orochimaru.,Belajar teknik terlarang dari buku penyegelan dengan bantuan Orochimaru.,5,15,300,<55;59>,{2103=2;gold=37500},{501=1;2103=1},<1.1;1.3>,4,<4;5>,60,3,{3=2},40
991,,,Search for lost places,Tìm kiếm nơi thất lạc,Search for lost places,ค้นหาสถานที่ที่หายไป,Mencari tempat yang hilang,Paghahanap sa nawawalang lugar,Mencari tempat yang hilang,,Help the Third Hokage find the lost pipe.,Giúp Hokage Đệ Tam tìm lại đường ống bị mất.,Help the Third Hokage find the lost pipe.,ช่วย Hokage รุ่นที่สามตามหาท่อที่หายไป,Bantu Hokage Ketiga menemukan pipa yang hilang.,Tulungan ang Third Hokage na hanapin ang nawalang tubo.,Bantu Hokage Ketiga mencari paip yang hilang.,,0,60,<60;64>,{2101=2;gold=17000},{900=1;2101=1},<0.4;0.6>,3,<1;2>,,1,{5=1},
